id,x,y
173,227.535943327186,1073.1395777778368
174,247.3247932522945,1036.2335286336208
175,267.882205133015,999.7499999999998
176,289.1991618090667,963.7049947584266
177,311.26631295872056,928.1143234394966
178,334.0739792001563,892.993597287933
179,357.6121563371585,858.3582214149792
180,381.8705197472926,824.2233880412002
181,406.83842891062,790.6040698326809
182,432.5049320769832,757.5150133335186
183,458.8587710698093,724.970732497495
184,485.8883862243124,692.985502321785
185,513.5819214579503,661.573352585463
186,541.927229470887,630.7480616955875
187,570.9118770742091,600.5231506435264
188,600.5231506435259,570.9118770742095
189,630.7480616955866,541.9272294708879
190,661.5733525854625,513.5819214579506
191,692.9855023217838,485.8883862243136
192,724.9707324974952,458.8587710698093
193,757.5150133335181,432.5049320769836
194,790.6040698326805,406.8384289106202
195,824.2233880411998,381.8705197472928
196,858.358221414978,357.6121563371594
197,892.9935972879334,334.0739792001561
198,928.1143234394968,311.26631295872033
199,963.7049947584259,289.19916180906716
200,999.7499999999991,267.88220513301525
201,1036.2335286336204,247.32479325229474
202,1073.1395777778357,227.5359433271867
203,1110.451959219736,208.5243354012948
204,1148.1543065156366,190.29830859419425
205,1186.2300821699378,172.86585744361946
206,1224.6625848890196,156.23462839879346
207,1263.4349569069855,140.41191646644182
208,1302.5301913800317,125.40466201096245
209,1341.931139846203,111.2194477101566
210,1381.6205197472923,97.86249566784052
211,1421.5809220095296,85.3396646846314
212,1461.7948186797762,73.65644768808265
213,1502.2445706138722,62.81796932330233
214,1542.9124352137437,52.82898370511609
215,1583.7805742098892,43.69387233275575
216,1624.831061485842,35.41664216798736
217,1666.0458909411545,28.000923877525373
218,1707.406984389458,21.449970240504804
219,1748.8961994881745,15.76665472170147
220,1790.495337696327,10.953470211137411
221,1832.1861522570346,7.012527930616254
222,1873.9503562011364,3.945556507671028
223,1915.7696303684647,1.7539012173327406
224,1957.6256314432283,0.4385233920463312
225,1999.4999999999995,0.0
226,2041.3743685567717,0.4385233920463312
227,2083.2303696315353,1.7539012173327406
228,2125.0496437988622,3.945556507671028
229,2166.8138477429648,7.0125279306160255
230,2208.5046623036737,10.953470211137638
231,2250.103800511826,15.76665472170147
232,2291.593015610542,21.449970240504804
233,2332.954109058846,28.000923877525373
234,2374.168938514157,35.416642167987135
235,2415.21942579011,43.69387233275575
236,2456.0875647862563,52.82898370511609
237,2496.7554293861276,62.81796932330211
238,2537.205181320224,73.65644768808242
239,2577.4190779904707,85.3396646846314
240,2617.3794802527077,97.86249566784052
241,2657.0688601537972,111.21944771015683
242,2696.4698086199696,125.4046620109629
243,2735.5650430930145,140.41191646644157
244,2774.3374151109797,156.23462839879323
245,2812.7699178300622,172.86585744361946
246,2850.8456934843625,190.2983085941938
247,2888.5480407802625,208.52433540129388
248,2925.8604222221634,227.53594332718623
249,2962.766471366379,247.32479325229428
250,2999.250000000001,267.88220513301525
251,3035.295005241574,289.19916180906716
252,3070.8856765605037,311.2663129587208
253,3106.006402712067,334.0739792001563
254,3140.6417785850217,357.6121563371589
255,3174.7766119588,381.8705197472926
256,3208.3959301673194,406.83842891062
257,3241.4849866664817,432.5049320769836
258,3274.029267502505,458.8587710698093
259,3306.014497678216,485.8883862243126
260,3337.426647414538,513.5819214579506
261,3368.251938304413,541.9272294708877
262,3398.476849356474,570.9118770742095
263,3428.0881229257907,600.5231506435262
264,3457.072770529112,630.748061695587
265,3485.4180785420494,661.5733525854628
266,3513.111613775687,692.9855023217846
267,3540.141228930191,724.970732497495
268,3566.495067923017,757.5150133335184
269,3592.1615710893802,790.6040698326811
270,3617.1294802527073,824.2233880412002
271,3641.387843662841,858.3582214149787
272,3664.9260207998436,892.993597287933
273,3687.7336870412796,928.1143234394964
274,3709.8008381909326,963.7049947584259
275,3731.1177948669847,999.7499999999995
276,3751.6752067477055,1036.2335286336208
277,3771.4640566728135,1073.1395777778364
278,3790.4756645987063,1110.451959219737
279,3808.7016914058067,1148.1543065156377
280,3826.1341425563805,1186.2300821699375
281,3842.7653716012064,1224.6625848890199
282,3858.5880835335583,1263.434956906986
283,3873.595337989037,1302.5301913800306
284,3887.780552289843,1341.9311398462025
285,3901.137504332159,1381.620519747292
286,3913.6603353153687,1421.5809220095296
287,3925.3435523119174,1461.7948186797767
288,3936.182030676698,1502.2445706138728
289,3946.1710162948834,1542.9124352137444
290,3955.3061276672443,1583.7805742098903
291,3963.583357832013,1624.8310614858433
292,3970.9990761224744,1666.045890941154
293,3977.5500297594954,1707.4069843894583
294,3983.233345278298,1748.8961994881734
295,3988.0465297888622,1790.4953376963263
296,3991.987472069384,1832.1861522570352
297,3995.054443492329,1873.9503562011375
298,3997.246098782667,1915.7696303684647
299,3998.5614766079534,1957.6256314432283
